INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I172062272,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C11,356,FALSE,2017-07-31T15:00:00Z,2017,7,Monday,15,Part One,DORCHESTER AVE,42.29919694,-71.06046974,"(42.29919694, -71.06046974)"
I172029731,3820,Motor Vehicle Accident Response,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,C11,334,FALSE,2017-04-16T20:28:00Z,2017,4,Sunday,20,Part Three,HANCOCK ST,42.31269827,-71.06459218,"(42.31269827, -71.06459218)"
I162083921,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,D4,NA,FALSE,2015-09-20T12:00:00Z,2015,9,Sunday,12,Part Two,CLARENDON ST,NA,NA,"(0.00000000, 0.00000000)"
I182044613,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,A1,NA,FALSE,2018-06-09T07:40:00Z,2018,6,Saturday,7,Part Three,NA,NA,NA,"(0.00000000, 0.00000000)"
I182045405,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,285,FALSE,2018-06-11T21:33:00Z,2018,6,Monday,21,Part Two,TREMONT ST,42.33738014,-71.08388901,"(42.33738014, -71.08388901)"
I182033355,615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,D4,169,FALSE,2018-04-30T23:00:00Z,2018,4,Monday,23,Part One,HARRISON AVE,42.33698515,-71.07258823,"(42.33698515, -71.07258823)"
I182065020,1300,Recovered Stolen Property,STOLEN PROPERTY - BUYING / RECEIVING / POSSESSING,D4,627,FALSE,2018-08-15T01:30:00Z,2018,8,Wednesday,1,Part Two,KILMARNOCK ST,42.34476208,-71.10074203,"(42.34476208, -71.10074203)"
I162090384,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,D4,135,FALSE,2016-11-04T11:55:00Z,2016,11,Friday,11,Part One,MARLBOROUGH ST,42.35196813,-71.08200943,"(42.35196813, -71.08200943)"
I162047119,3501,Missing Person Reported,MISSING PERSON,B3,446,FALSE,2016-06-14T14:10:00Z,2016,6,Tuesday,14,Part Three,ATHELWOLD ST,42.29603943,-71.07717023,"(42.29603943, -71.07717023)"
I172003704,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,361,FALSE,2017-01-14T14:15:00Z,2017,1,Saturday,14,Part Three,BOURNESIDE ST,42.29579205,-71.06245826,"(42.29579205, -71.06245826)"
I172072344,3115,Investigate Person,INVESTIGATE PERSON,C11,332,FALSE,2017-09-01T02:55:00Z,2017,9,Friday,2,Part Three,PAYSON AVE,42.31396145,-71.06685455,"(42.31396145, -71.06685455)"
I162099209,2907,Violations,VAL - OPERATING AFTER REV/SUSP.,A1,NA,FALSE,2016-12-05T16:15:00Z,2016,12,Monday,16,Part Two,NA,NA,NA,"(0.00000000, 0.00000000)"
I162104083,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,C11,255,FALSE,2016-12-22T08:30:00Z,2016,12,Thursday,8,Part One,DORCHESTER AVE,42.31091044,-71.05767414,"(42.31091044, -71.05767414)"
I162020751,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,328,FALSE,2016-03-12T21:30:00Z,2016,3,Saturday,21,Part Three,INTERVALE ST,42.31017838,-71.07651047,"(42.31017838, -71.07651047)"
I172015850,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,26,FALSE,2017-02-27T09:38:00Z,2017,2,Monday,9,Part Three,MERIDIAN ST,42.37374231,-71.03905688,"(42.37374231, -71.03905688)"
I162029428,1402,Vandalism,VANDALISM,D14,799,FALSE,2016-04-16T02:15:00Z,2016,4,Saturday,2,Part Two,BRIGHTON AVE,42.35248361,-71.12729519,"(42.35248361, -71.12729519)"
I162095441,3115,Investigate Person,INVESTIGATE PERSON,E18,531,FALSE,2016-11-21T19:28:00Z,2016,11,Monday,19,Part Three,READVILLE ST,42.24316898,-71.13409893,"(42.24316898, -71.13409893)"
I172046075,619,Larceny,LARCENY ALL OTHERS,C6,209,FALSE,2017-06-10T11:03:00Z,2017,6,Saturday,11,Part One,K ST,42.33865224,-71.03751164,"(42.33865224, -71.03751164)"
I172003155,301,Robbery,ROBBERY - STREET,E13,579,FALSE,2017-01-12T16:41:00Z,2017,1,Thursday,16,Part One,CHESTNUT AVE,42.32155229,-71.10244044,"(42.32155229, -71.10244044)"
I162077700,3410,Towed,TOWED MOTOR VEHICLE,D4,138,FALSE,2016-09-22T20:29:00Z,2016,9,Thursday,20,Part Three,NEWBURY ST,42.34999733,-71.0810344,"(42.34999733, -71.08103440)"
I172053117,1402,Vandalism,VANDALISM,E18,495,FALSE,2017-07-01T20:57:00Z,2017,7,Saturday,20,Part Two,LAVAL ST,42.26299197,-71.11921366,"(42.26299197, -71.11921366)"
I182003380,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,D4,141,FALSE,2018-01-13T12:12:00Z,2018,1,Saturday,12,Part Two,NEWBURY ST,42.34840576,-71.08688339,"(42.34840576, -71.08688339)"
I162099323,3125,Warrant Arrests,WARRANT ARREST,C11,460,FALSE,2016-12-06T04:10:00Z,2016,12,Tuesday,4,Part Three,WASHINGTON ST,42.30356539,-71.07868148,"(42.30356539, -71.07868148)"
I172083971,3115,Investigate Person,INVESTIGATE PERSON,A7,824,FALSE,2017-10-08T13:50:00Z,2017,10,Sunday,13,Part Three,LEXINGTON ST,42.37987589,-71.03171809,"(42.37987589, -71.03171809)"
I172042090,3205,License Plate Related Incidents,M/V PLATES - LOST,B2,NA,FALSE,2017-05-28T00:17:00Z,2017,5,Sunday,0,Part Three,BLUE HILL AVE,NA,NA,"(0.00000000, 0.00000000)"
I152090355,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,451,TRUE,2015-10-31T17:21:00Z,2015,10,Saturday,17,Part One,WASHINGTON ST,42.29526287,-71.07207439,"(42.29526287, -71.07207439)"
I172024269,1402,Vandalism,VANDALISM,C11,354,FALSE,2017-03-28T15:00:00Z,2017,3,Tuesday,15,Part Two,PARK ST,42.29969646,-71.05715558,"(42.29969646, -71.05715558)"
I172100291,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,329,FALSE,2017-12-03T05:00:00Z,2017,12,Sunday,5,Part One,WASHINGTON ST,42.30775024,-71.08273084,"(42.30775024, -71.08273084)"
I162020305,3115,Investigate Person,INVESTIGATE PERSON,D4,167,FALSE,2016-03-15T18:18:00Z,2016,3,Tuesday,18,Part Three,SOUTH ST,42.30888817,-71.11553037,"(42.30888817, -71.11553037)"
I152107821,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,587,FALSE,2015-12-31T19:33:00Z,2015,12,Thursday,19,Part Three,ALLEGHANY ST,42.33056977,-71.09959089,"(42.33056977, -71.09959089)"
I152054627,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,362,FALSE,2015-07-02T13:04:00Z,2015,7,Thursday,13,Part Two,KENWOOD ST,42.29191251,-71.07049431,"(42.29191251, -71.07049431)"
I152074818,3410,Towed,TOWED MOTOR VEHICLE,C6,204,FALSE,2015-09-09T07:21:00Z,2015,9,Wednesday,7,Part Three,CHANNEL CENTER ST,42.34556623,-71.05151508,"(42.34556623, -71.05151508)"
I162029321,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D4,136,FALSE,2016-04-15T18:35:00Z,2016,4,Friday,18,Part Two,NA,NA,NA,"(0.00000000, 0.00000000)"
I162038436,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,B2,319,FALSE,2016-05-17T10:09:00Z,2016,5,Tuesday,10,Part Two,CHENEY ST,42.30896597,-71.08447123,"(42.30896597, -71.08447123)"
I182065208,2905,Violations,VAL - OPERATING WITHOUT LICENSE,C11,404,FALSE,2018-08-15T19:53:00Z,2018,8,Wednesday,19,Part Two,DORCHESTER AVE,42.27990988,-71.06593996,"(42.27990988, -71.06593996)"
I172051885,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,360,FALSE,2017-06-28T01:17:00Z,2017,6,Wednesday,1,Part Three,DORCHESTER AVE,42.29666202,-71.06121836,"(42.29666202, -71.06121836)"
I162050181,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,E13,307,FALSE,2016-06-24T10:18:00Z,2016,6,Friday,10,Part Three,WALNUT PARK,42.31640336,-71.09770225,"(42.31640336, -71.09770225)"
I162043956,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,244,FALSE,2016-06-03T18:00:00Z,2016,6,Friday,18,Part Three,HOWES ST,42.3179254,-71.05784812,"(42.31792540, -71.05784812)"
I162029385,3502,Missing Person Located,MISSING PERSON - LOCATED,E18,531,FALSE,2016-04-15T17:35:00Z,2016,4,Friday,17,Part Three,READVILLE ST,42.24316898,-71.13409893,"(42.24316898, -71.13409893)"
I162048476,560,Other Burglary,BURGLARY - OTHER - FORCE,E13,567,FALSE,2016-06-18T00:00:00Z,2016,6,Saturday,0,Part One,GLENSIDE AVE,42.30800286,-71.10123748,"(42.30800286, -71.10123748)"
I162027925,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,149,FALSE,2016-03-29T21:00:00Z,2016,3,Tuesday,21,Part Three,COLUMBUS AVE,42.3440235,-71.077549,"(42.34402350, -71.07754900)"
I172090233,3410,Towed,TOWED MOTOR VEHICLE,D4,149,FALSE,2017-10-28T16:48:00Z,2017,10,Saturday,16,Part Three,COLUMBUS AVE,42.3440235,-71.077549,"(42.34402350, -71.07754900)"
I182064068,2914,Violations,VAL - OPERATING W/O AUTHORIZATION LAWFUL,B3,471,FALSE,2018-08-12T01:30:00Z,2018,8,Sunday,1,Part Two,ALABAMA ST,42.27639356,-71.10175026,"(42.27639356, -71.10175026)"
I182077061,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,306,FALSE,2018-09-23T20:36:00Z,2018,9,Sunday,20,Part Three,CARDINGTON ST,42.31717859,-71.0940725,"(42.31717859, -71.09407250)"
I172104228,311,Robbery,ROBBERY - COMMERCIAL,B3,465,FALSE,2017-12-17T16:33:00Z,2017,12,Sunday,16,Part One,BLUE HILL AVE,42.28582356,-71.09104328,"(42.28582356, -71.09104328)"
I182052958,3201,Property Lost,PROPERTY - LOST,D4,591,FALSE,2018-07-03T11:00:00Z,2018,7,Tuesday,11,Part Three,HEMENWAY ST,42.34587157,-71.08938851,"(42.34587157, -71.08938851)"
I162080619,802,Simple Assault,ASSAULT SIMPLE - BATTERY,E18,501,FALSE,2016-10-02T08:05:00Z,2016,10,Sunday,8,Part Two,HYDE PARK AVE,42.28269946,-71.11886352,"(42.28269946, -71.11886352)"
I172060764,801,Simple Assault,ASSAULT - SIMPLE,B3,945,FALSE,2017-07-26T19:08:00Z,2017,7,Wednesday,19,Part Two,WESTVIEW ST,42.29073239,-71.08528234,"(42.29073239, -71.08528234)"
I182012690,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A15,45,FALSE,2018-02-17T11:45:00Z,2018,2,Saturday,11,Part Three,COOK ST,42.38008015,-71.06432734,"(42.38008015, -71.06432734)"
I152073849,3820,Motor Vehicle Accident Response,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,B2,276,FALSE,2015-09-05T16:31:00Z,2015,9,Saturday,16,Part Three,MELNEA CASS BLVD,42.332868,-71.081056,"(42.33286800, -71.08105600)"
I172004181,3125,Warrant Arrests,WARRANT ARREST,D4,903,FALSE,2017-01-16T17:00:00Z,2017,1,Monday,17,Part Three,WASHINGTON ST,42.334387220000004,-71.07958852,"(42.33438722, -71.07958852)"
I162049383,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E18,525,FALSE,2016-06-21T20:22:00Z,2016,6,Tuesday,20,Part Three,TRUMAN PKWY,42.24124926,-71.12629908,"(42.24124926, -71.12629908)"
I172088818,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,268,FALSE,2017-10-24T12:40:00Z,2017,10,Tuesday,12,Part Three,DUDLEY ST,42.32643963,-71.07577308,"(42.32643963, -71.07577308)"
I162092368,613,Larceny,LARCENY SHOPLIFTING,B3,429,FALSE,2016-11-11T10:30:00Z,2016,11,Friday,10,Part One,MORTON ST,42.28187061,-71.08751152,"(42.28187061, -71.08751152)"
I152058842,615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,B3,455,FALSE,2015-07-16T02:30:00Z,2015,7,Thursday,2,Part One,NORWELL ST,42.30132851,-71.07870873,"(42.30132851, -71.07870873)"
I152077942,1402,Vandalism,VANDALISM,C11,335,FALSE,2015-09-18T21:00:00Z,2015,9,Friday,21,Part Two,BARRY ST,42.30870401,-71.06844484,"(42.30870401, -71.06844484)"
I172063666,3301,Verbal Disputes,VERBAL DISPUTE,B3,450,FALSE,2017-08-04T11:56:00Z,2017,8,Friday,11,Part Three,ROSEDALE ST,42.29244178,-71.07320696,"(42.29244178, -71.07320696)"
I162070819,3114,Investigate Property,INVESTIGATE PROPERTY,E5,710,FALSE,2016-08-31T09:56:00Z,2016,8,Wednesday,9,Part Three,CASS ST,42.27479472,-71.16019747,"(42.27479472, -71.16019747)"
I172057416,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,A7,17,FALSE,2017-07-15T08:00:00Z,2017,7,Saturday,8,Part One,LEXINGTON ST,42.38069279,-71.02954916,"(42.38069279, -71.02954916)"
I162076472,2905,Violations,VAL - OPERATING WITHOUT LICENSE,C11,348,FALSE,2016-09-19T02:12:00Z,2016,9,Monday,2,Part Two,KIMBALL ST,42.30465964,-71.0580552,"(42.30465964, -71.05805520)"
I172067709,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D14,772,FALSE,2017-08-17T08:28:00Z,2017,8,Thursday,8,Part Two,ACADEMY HILL RD,42.34617617,-71.15448684,"(42.34617617, -71.15448684)"
I182061506,2660,Other,OTHER OFFENSE,E13,912,FALSE,2018-08-03T15:47:00Z,2018,8,Friday,15,Part Two,PARKER ST,42.32469443,-71.10087902,"(42.32469443, -71.10087902)"
I172001818,3301,Verbal Disputes,VERBAL DISPUTE,D14,786,FALSE,2017-01-07T13:00:00Z,2017,1,Saturday,13,Part Three,MOUNT HOOD RD,42.34172467,-71.14195259,"(42.34172467, -71.14195259)"
I172041152,3115,Investigate Person,INVESTIGATE PERSON,C11,348,FALSE,2017-05-24T19:57:00Z,2017,5,Wednesday,19,Part Three,DORCHESTER AVE,42.30396336,-71.05924636,"(42.30396336, -71.05924636)"
I162082811,613,Larceny,LARCENY SHOPLIFTING,D4,134,FALSE,2016-10-09T15:36:00Z,2016,10,Sunday,15,Part One,BOYLSTON ST,42.35095909,-71.0741278,"(42.35095909, -71.07412780)"
I162088940,613,Larceny,LARCENY SHOPLIFTING,A1,112,FALSE,2016-10-30T11:40:00Z,2016,10,Sunday,11,Part One,WASHINGTON ST,42.35512339,-71.0608798,"(42.35512339, -71.06087980)"
I152054819,2610,Other,TRESPASSING,B2,309,FALSE,2015-07-03T02:08:00Z,2015,7,Friday,2,Part Two,HUMBOLDT AVE,42.32071126,-71.08602295,"(42.32071126, -71.08602295)"
I172054320,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,D14,779,FALSE,2017-07-05T11:45:00Z,2017,7,Wednesday,11,Part Two,ELMIRA ST,42.35278642,-71.14867554,"(42.35278642, -71.14867554)"
I162070686,3410,Towed,TOWED MOTOR VEHICLE,A15,40,FALSE,2016-08-30T21:19:00Z,2016,8,Tuesday,21,Part Three,COMMON ST,42.37409295,-71.06055026,"(42.37409295, -71.06055026)"
I172081087,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,E5,664,FALSE,2017-09-28T18:36:00Z,2017,9,Thursday,18,Part Three,WASHINGTON ST,42.29202539,-71.1221897,"(42.29202539, -71.12218970)"
I152052480,1846,Drug Violation,DRUGS - POSS CLASS E,D14,793,FALSE,2015-06-25T08:46:00Z,2015,6,Thursday,8,Part Two,BRAINERD RD,42.34748342,-71.13363158,"(42.34748342, -71.13363158)"
I182000177,2647,Other,THREATS TO DO BODILY HARM,A1,63,FALSE,2018-01-01T16:24:00Z,2018,1,Monday,16,Part Two,NEW SUDBURY ST,42.36183857,-71.05976489,"(42.36183857, -71.05976489)"
I182059820,3410,Towed,TOWED MOTOR VEHICLE,A1,80,FALSE,2018-07-29T09:17:00Z,2018,7,Sunday,9,Part Three,SHEAFE ST,42.36639313,-71.05601459,"(42.36639313, -71.05601459)"
I172024785,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,184,TRUE,2017-03-30T19:20:00Z,2017,3,Thursday,19,Part One,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866284, -71.08563401)"
I182017435,3201,Property Lost,PROPERTY - LOST,E18,485,FALSE,2018-03-06T11:34:00Z,2018,3,Tuesday,11,Part Three,RIVER ST,42.26491468,-71.09952993,"(42.26491468, -71.09952993)"
I172098930,301,Robbery,ROBBERY - STREET,B2,616,FALSE,2017-11-28T17:52:00Z,2017,11,Tuesday,17,Part One,EVANS WAY,42.337189,-71.098485,"(42.33718900, -71.09848500)"
I162097357,3109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,C6,171,FALSE,2016-11-29T11:23:00Z,2016,11,Tuesday,11,Part Three,NA,42.3323355,-71.07120018,"(42.33233550, -71.07120018)"
I182005361,3108,Fire Related Reports,"FIRE REPORT - HOUSE, BUILDING, ETC.",B2,306,FALSE,2018-01-20T23:57:00Z,2018,1,Saturday,23,Part Three,HALEY ST,42.31772429,-71.09243239,"(42.31772429, -71.09243239)"
I162014744,3112,Landlord/Tenant Disputes,LANDLORD - TENANT SERVICE,B2,260,FALSE,2016-02-08T08:00:00Z,2016,2,Monday,8,Part Three,HOWARD AVE,42.31924535,-71.07287543,"(42.31924535, -71.07287543)"
I172011555,615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,C6,231,FALSE,2017-02-11T20:30:00Z,2017,2,Saturday,20,Part One,E SEVENTH ST,42.33235775,-71.03189159,"(42.33235775, -71.03189159)"
I162026051,301,Robbery,ROBBERY - STREET,B2,266,FALSE,2016-04-04T13:20:00Z,2016,4,Monday,13,Part One,BLUE HILL AVE,42.32324394,-71.07642483,"(42.32324394, -71.07642483)"
I162081212,3115,Investigate Person,INVESTIGATE PERSON,D4,NA,FALSE,2016-10-04T10:34:00Z,2016,10,Tuesday,10,Part Three,NA,NA,NA,"(0.00000000, 0.00000000)"
I152083500,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E13,574,FALSE,2015-10-07T00:00:00Z,2015,10,Wednesday,0,Part Two,WASHINGTON ST,42.30971857,-71.10429432,"(42.30971857, -71.10429432)"
I152063077,301,Robbery,ROBBERY - STREET,E18,478,FALSE,2015-07-30T21:10:00Z,2015,7,Thursday,21,Part One,MARIPOSA ST,42.26961015,-71.10801487,"(42.26961015, -71.10801487)"
I152059597,3410,Towed,TOWED MOTOR VEHICLE,A1,78,FALSE,2015-07-19T08:38:00Z,2015,7,Sunday,8,Part Three,BLACKSTONE ST,42.36165196,-71.05630529,"(42.36165196, -71.05630529)"
I152055060,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY ÊDAMAGE,B2,258,FALSE,2015-07-03T22:08:00Z,2015,7,Friday,22,Part Three,DUDLEY ST,42.31852295,-71.06865846,"(42.31852295, -71.06865846)"
I152105434,3125,Warrant Arrests,WARRANT ARREST,D4,169,FALSE,2016-08-08T09:20:00Z,2016,8,Monday,9,Part Three,E NEWTON ST,42.3367113,-71.07102057,"(42.33671130, -71.07102057)"
I182045233,1109,Fraud,FRAUD - WIRE,E13,653,FALSE,2018-06-04T00:00:00Z,2018,6,Monday,0,Part Two,ARBORWAY,42.31067639,-71.12254664,"(42.31067639, -71.12254664)"
I172047029,3115,Investigate Person,INVESTIGATE PERSON,E18,539,FALSE,2017-06-13T08:58:00Z,2017,6,Tuesday,8,Part Three,SUNNYSIDE ST,42.25137716,-71.13295048,"(42.25137716, -71.13295048)"
I172067205,1106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,C11,335,FALSE,2017-08-14T17:00:00Z,2017,8,Monday,17,Part Two,BARRY ST,42.30870401,-71.06844484,"(42.30870401, -71.06844484)"
I182003679,3114,Investigate Property,INVESTIGATE PROPERTY,C11,257,FALSE,2018-01-14T14:42:00Z,2018,1,Sunday,14,Part Three,DEWOLF ST,42.3107776,-71.06060553,"(42.31077760, -71.06060553)"
I182062064,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,270,FALSE,2018-08-05T17:46:00Z,2018,8,Sunday,17,Part Three,HARRISON AVE,42.33401829,-71.07638124,"(42.33401829, -71.07638124)"
I172029863,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,627,FALSE,2017-04-17T10:55:00Z,2017,4,Monday,10,Part One,BROOKLINE AVE,42.34410718,-71.1018026,"(42.34410718, -71.10180260)"
I152082960,2647,Other,THREATS TO DO BODILY HARM,D4,623,FALSE,2015-10-06T08:29:00Z,2015,10,Tuesday,8,Part Two,COMMONWEALTH AVE,42.34877575,-71.09606805,"(42.34877575, -71.09606805)"
I172014057,1874,Drug Violation,DRUGS - OTHER,A1,112,FALSE,2017-02-21T00:27:00Z,2017,2,Tuesday,0,Part Two,ESSEX ST,42.35249436,-71.0613928,"(42.35249436, -71.06139280)"
I172056512,3501,Missing Person Reported,MISSING PERSON,B2,276,FALSE,2017-07-12T22:24:00Z,2017,7,Wednesday,22,Part Three,RUGGLES ST,42.3317482,-71.08365659,"(42.33174820, -71.08365659)"
I172075720,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E5,562,FALSE,2017-09-12T11:15:00Z,2017,9,Tuesday,11,Part Three,WASHINGTON ST,42.28788933,-71.12658585,"(42.28788933, -71.12658585)"
I162017279,3301,Verbal Disputes,VERBAL DISPUTE,B2,909,FALSE,2016-03-04T19:32:00Z,2016,3,Friday,19,Part Three,TREMONT ST,42.3346705,-71.088934,"(42.33467050, -71.08893400)"
I152060605,1870,Drug Violation,DRUGS - CONSP TO VIOL CONTROLLED SUBSTANCE,E18,520,FALSE,2015-07-21T00:00:00Z,2015,7,Tuesday,0,Part Two,HYDE PARK AVE,42.25621592,-71.12401947,"(42.25621592, -71.12401947)"
I172045297,1402,Vandalism,VANDALISM,C6,226,FALSE,2017-06-07T18:58:00Z,2017,6,Wednesday,18,Part Two,E FOURTH ST,42.33471684,-71.03867801,"(42.33471684, -71.03867801)"
I162070381,423,Aggravated Assault,ASSAULT - AGGRAVATED,B3,431,FALSE,2016-08-30T13:00:00Z,2016,8,Tuesday,13,Part One,ARBUTUS ST,42.28757318,-71.08872923,"(42.28757318, -71.08872923)"
I152105184,3410,Towed,TOWED MOTOR VEHICLE,C11,245,FALSE,2015-12-21T12:28:00Z,2015,12,Monday,12,Part Three,SUDAN ST,42.31634823,-71.05334931,"(42.31634823, -71.05334931)"
I162093226,2670,Criminal Harassment,CRIMINAL HARASSMENT,D14,762,FALSE,2016-11-13T12:00:00Z,2016,11,Sunday,12,Part Two,LAKE ST,42.34630058,-71.16217065,"(42.34630058, -71.16217065)"
I172036461,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,418,FALSE,2017-05-09T12:30:00Z,2017,5,Tuesday,12,Part Three,TREMONT ST,42.33402461,-71.09039049,"(42.33402461, -71.09039049)"
I152080382,612,Larceny,LARCENY PURSE SNATCH - NO FORCE,A1,84,FALSE,2015-09-26T22:31:00Z,2015,9,Saturday,22,Part One,N BENNET CT,42.36541097,-71.05469867,"(42.36541097, -71.05469867)"
I172063060,1402,Vandalism,VANDALISM,C11,462,FALSE,2017-07-17T23:00:00Z,2017,7,Monday,23,Part Two,GENEVA AVE,42.30461251,-71.07296566,"(42.30461251, -71.07296566)"
I172103479,619,Larceny,LARCENY ALL OTHERS,D4,133,FALSE,2017-12-14T00:00:00Z,2017,12,Thursday,0,Part One,COMMONWEALTH AVE,42.35199294,-71.07706785,"(42.35199294, -71.07706785)"
I172057212,3410,Towed,TOWED MOTOR VEHICLE,D4,162,FALSE,2017-07-15T08:15:00Z,2017,7,Saturday,8,Part Three,SHAWMUT AVE,42.34622511,-71.06611417,"(42.34622511, -71.06611417)"
I172102121,724,Auto Theft,AUTO THEFT,A7,2,FALSE,2017-12-09T04:00:00Z,2017,12,Saturday,4,Part One,FAYWOOD AVE,42.39112008,-71.00229699,"(42.39112008, -71.00229699)"
I162036262,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A1,117,FALSE,2016-05-10T03:30:00Z,2016,5,Tuesday,3,Part Three,BOYLSTON ST,42.3523411,-71.06432465,"(42.35234110, -71.06432465)"
I162075507,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,E18,493,FALSE,2016-09-15T20:59:00Z,2016,9,Thursday,20,Part One,METROPOLITAN AVE,42.2639,-71.1178015,"(42.26390000, -71.11780150)"
I162066877,3125,Warrant Arrests,WARRANT ARREST,C11,460,FALSE,2016-08-18T10:00:00Z,2016,8,Thursday,10,Part Three,MORSE ST,42.30422029,-71.07840374,"(42.30422029, -71.07840374)"
I152069029,613,Larceny,LARCENY SHOPLIFTING,D4,134,FALSE,2015-08-20T15:00:00Z,2015,8,Thursday,15,Part One,BOYLSTON ST,42.35095909,-71.0741278,"(42.35095909, -71.07412780)"
I172070180,3501,Missing Person Reported,MISSING PERSON,B2,281,FALSE,2017-08-24T22:22:00Z,2017,8,Thursday,22,Part Three,GREENVILLE ST,42.32696802,-71.08051941,"(42.32696802, -71.08051941)"
I172091517,3301,Verbal Disputes,VERBAL DISPUTE,C11,332,FALSE,2017-11-01T21:57:00Z,2017,11,Wednesday,21,Part Three,COLUMBIA RD,42.31363409,-71.06778025,"(42.31363409, -71.06778025)"
I162032527,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,319,FALSE,2016-04-26T09:15:00Z,2016,4,Tuesday,9,Part Three,SONOMA ST,42.30845311,-71.08718664,"(42.30845311, -71.08718664)"
I182057936,1402,Vandalism,VANDALISM,D4,155,FALSE,2018-07-23T10:04:00Z,2018,7,Monday,10,Part Two,W SPRINGFIELD ST,42.34041441,-71.08031699,"(42.34041441, -71.08031699)"
I172044368,617,Larceny,LARCENY THEFT FROM BUILDING,E18,498,FALSE,2017-06-04T18:51:00Z,2017,6,Sunday,18,Part One,HYDE PARK AVE,42.27380942,-71.11996035,"(42.27380942, -71.11996035)"
I152107805,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,130,FALSE,2015-12-31T01:30:00Z,2015,12,Thursday,1,Part Two,EXETER ST,42.34828759,-71.07891773,"(42.34828759, -71.07891773)"
I172095848,2905,Violations,VAL - OPERATING WITHOUT LICENSE,B2,NA,FALSE,2017-11-16T22:01:00Z,2017,11,Thursday,22,Part Two,BLUE HILL AVE,NA,NA,"(0.00000000, 0.00000000)"
I162051376,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,C6,197,FALSE,2016-06-28T17:30:00Z,2016,6,Tuesday,17,Part Two,D ST,42.33624575,-71.05387586,"(42.33624575, -71.05387586)"
